Cat,Light,GBR,H2O,Average,Real
55.92415244,,56.36239377,57.82022434,57.14441212,56.61
49.78823678,,51.38994128,49.68389947,49.85891845,45.94
56.52857648,,54.77959678,54.00303464,54.55530433,60.65
50.88739934,,52.17336007,51.37603905,51.25457319,47.43
46.12795721,,49.72999381,46.94507389,47.29710289,34.15
56.79057868,,55.88712456,56.24668204,56.66143882,57.42
58.11554781,,56.6186588,55.10628326,56.37624811,61.59
51.00956373,,52.03865696,52.76613726,50.80669929,47.43
51.81125498,,51.54845632,52.23952081,51.53470972,49.98
53.16065359,,52.87313934,52.667285,52.99863763,51.32
51.59550598,,53.85463316,53.24687981,52.82275749,51.4
53.07746824,,55.14788879,53.37119924,54.04701758,56.61
48.05739002,,50.32899512,49.11426593,50.14604347,45.94
58.55271373,,57.59823285,56.10317084,56.4544103,36.05
51.21192179,,51.91410667,51.59698412,51.64957987,52.54
51.1784176,,55.68317971,56.24473983,55.15380854,60.93
44.4228331,,50.27524586,45.37325722,46.44167338,44.17
51.40610604,,51.19713085,50.35055968,50.74874465,49.98
50.94909601,,55.38627985,54.80024527,53.86785734,56.61
47.1763665,,50.8424496,49.60153368,49.86224511,52.6
60.12016755,,57.46824884,58.62311428,59.00282208,59.96
51.34591931,,51.05676463,51.62831096,50.07093366,45.94
47.81520785,,52.95125176,52.77583996,51.33582152,46.04
56.55131668,,57.01525714,55.56650523,56.69546067,59.26
52.12007474,,51.93272304,52.70166301,52.21281589,52.6
49.07751809,,51.58323625,51.13109289,50.48000241,49.98
52.38234,,51.47076498,51.06738527,51.81200208,49.98
57.4252408,,56.57304389,54.67187882,57.40138863,61.59
56.34221984,,56.01472322,54.99649273,55.74882596,57.04
48.80206523,,51.15943713,49.76857608,50.18249242,52.6
58.26273705,,57.08865148,59.26218054,57.76133209,59.26
58.16460657,,57.44116911,58.2604791,58.03002227,59.96
53.20040261,,52.9630213,50.38851945,50.8483857,39.96
46.48869601,,52.34994527,50.27477181,47.73170721,41.36
53.77445597,,51.72394089,53.58749761,53.15117938,52.6
53.11648908,,52.75791752,47.62341603,50.03962428,39.96
56.47214547,,55.8495998,57.66395831,56.63709375,57.42
55.07538123,,51.71901399,53.17593163,53.18011199,52.6
54.60344409,,51.65187014,52.40365259,52.82074972,52.54
56.28031526,,51.89459731,49.20028817,52.85511764,59.26
49.73677068,,57.43974059,56.97459546,55.34447228,59.96
57.33911895,,57.43974059,57.04526961,57.43519861,59.96
52.80734486,,52.44285854,52.2494342,52.40947074,52.54
52.29020287,,54.23384922,55.93261101,54.35483621,69.09
49.06897383,,51.5643428,48.42326426,49.72794071,49.98
52.91753342,,52.35337179,50.55418137,52.09227361,52.54
57.45217211,,55.85220383,57.61142021,57.25131808,57.42
52.50054871,,52.8580072,53.63397874,52.9870258,51.32
50.9228764,,51.06760567,52.30386838,51.41854183,49.98
50.65456164,,50.80116392,52.26042543,50.90980578,45.94
57.24860529,,56.90244727,56.82817389,57.11332563,60.92
